,ESA_NAME,Male,Female,months
102,Gwydir Namoi NSW,363,291.0,SEP
103,Lachlan NSW,244,182.0,SEP
104,Orana NSW,649,452.0,SEP
105,Oxley NSW,130,79.0,SEP
106,Patterson NSW,488,369.0,SEP
107,Windamere NSW,306,199.0,SEP
108,Bendigo VIC,939,807.0,SEP
109,Eureka VIC,897,813.0,SEP
110,Geelong VIC,1348,1190.0,SEP
111,Grampians VIC,206,178.0,SEP
112,Hampden VIC,387,331.0,SEP
113,Mid Murray VIC,208,192.0,SEP
114,Sunraysia VIC,515,391.0,SEP
115,Western District VIC,200,139.0,SEP
0,Eastern Adelaide SA,729,540.0,OCT
1,Northern Adelaide SA,3181,2355.0,OCT
2,Southern Adelaide SA,1821,1326.0,OCT
3,Western Adelaide SA,1482,958.0,OCT
4,Gold Coast QLD,3330,2623.0,OCT
5,Ipswich QLD,1636,1261.0,OCT
6,Logan QLD,3001,2249.0,OCT
7,North Brisbane QLD,2337,1857.0,OCT
8,Outer North Brisbane,2104,1552.0,OCT
9,South Brisbane QLD,3065,2224.0,OCT
10,Sunshine Coast QLD,1728,1245.0,OCT
11,Bundaberg QLD,977,711.0,OCT
12,CairnsQLD,2143,1476.0,OCT
13,Capricornia QLD,851,694.0,OCT
14,Far North QLD,626,449.0,OCT
15,Gladstone QLD,237,207.0,OCT
16,Mackay QLD,656,536.0,OCT
17,Mt Isa QLD,422,314.0,OCT
18,Townsville QLD,1622,1272.0,OCT
19,East Gippsland VIC,458,342.0,OCT
20,Goulburn Valley VIC,870,630.0,OCT
21,Kiewa VIC,680,520.0,OCT
22,Latrobe Valley VIC,1094,869.0,OCT
23,Ovens VIC,543,497.0,OCT
24,Goldfields/Esperance,460,345.0,OCT
25,Kimberley WA,814,662.0,OCT
26,Mid West/Gascoyne,502,396.0,OCT
27,Midlands/Wheatbelt,261,171.0,OCT
28,Pilbara WA,340,290.0,OCT
29,Southern WA,1125,845.0,OCT
30,Central Coast NSW,1966,1506.0,OCT
31,Hunter NSW,748,630.0,OCT
32,Keepit NSW,621,501.0,OCT
33,Lower Hunter NSW,2249,1726.0,OCT
34,Manning NSW,699,517.0,OCT
35,Upper Hunter NSW,195,179.0,OCT
36,Bayside VIC,2943,2062.0,OCT
37,Calder VIC,2287,1984.0,OCT
38,Maroondah VIC,1190,1089.0,OCT
39,Monash VIC,1353,1314.0,OCT
40,Peninsula VIC,1297,1134.0,OCT
41,Plenty VIC,2004,1576.0,OCT
42,Westgate VIC,3814,2920.0,OCT
43,Yarra VIC,842,748.0,OCT
44,Clarence NSW,432,325.0,OCT
45,Coffs Harbour NSW,861,584.0,OCT
46,Hastings NSW,483,319.0,OCT
47,Macleay NSW,287,184.0,OCT
48,New England NSW,607,444.0,OCT
49,North Coast NSW,518,393.0,OCT
50,Richmond NSW,709,506.0,OCT
51,Tweed NSW,656,488.0,OCT
52,Alice Springs NT,738,493.0,OCT
53,Darwin NT,541,424.0,OCT
54,Katherine NT,467,321.0,OCT
55,Tennant Creek NT,203,146.0,OCT
56,Top End NT,898,675.0,OCT
57,Central/West Metro,1421,,OCT
58,Dale WA,476,377.0,OCT
59,East Metro WA,1624,1227.0,OCT
60,North Metro WA,2613,2064.0,OCT
61,Adelaide Hills SA,202,163.0,OCT
62,Fleurieu/Kangaroo Is,194,126.0,OCT
63,Gawler SA,375,279.0,OCT
64,Kadina/Clare SA,254,167.0,OCT
65,Murraylands SA,228,197.0,OCT
66,North Country SA,646,448.0,OCT
67,Port Lincoln/Ceduna,243,188.0,OCT
68,Port Pirie SA,254,159.0,OCT
69,Riverland SA,285,208.0,OCT
70,South East SA,311,222.0,OCT
71,ACT/Queanbeyan NSW,1025,835.0,OCT
72,Eurobodalla NSW,278,199.0,OCT
73,Lower South Coast,279,181.0,OCT
74,Murray Darling NSW,61,39.0,OCT
75,Shoalhaven NSW,788,526.0,OCT
76,South Eastern NSW,664,552.0,OCT
77,Southern Ranges NSW,409,309.0,OCT
78,Sturt NSW,356,303.0,OCT
79,Fraser Coast QLD,1016,691.0,OCT
80,Gympie QLD,717,499.0,OCT
81,Toowoomba QLD,933,751.0,OCT
82,Warwick QLD,346,263.0,OCT
83,Western Downs QLD,262,180.0,OCT
84,Canterbury/Bankstown,1284,987.0,OCT
85,Central West Sydney,2021,1402.0,OCT
86,Eastern Suburbs NSW,532,424.0,OCT
87,Fairfield NSW,1096,751.0,OCT
88,Inner Sydney NSW,1029,766.0,OCT
89,Inner Western Sydney,275,239.0,OCT
90,Liverpool NSW,970,724.0,OCT
91,Macarthur NSW,1291,1121.0,OCT
92,Nepean NSW,1557,1349.0,OCT
93,Northern Sydney NSW,687,460.0,OCT
94,Outer Western Sydney,1774,1373.0,OCT
95,St George-Sutherland,1010,827.0,OCT
96,Wollongong NSW,1604,1132.0,OCT
97,Hobart TAS,1972,1295.0,OCT
98,Launceston TAS,1150,806.0,OCT
99,West and North West,839,588.0,OCT
100,Chifley NSW,272,178.0,OCT
101,Far West NSW,230,158.0,OCT
102,Gwydir Namoi NSW,365,295.0,OCT
103,Lachlan NSW,244,177.0,OCT
104,Orana NSW,641,446.0,OCT
105,Oxley NSW,127,78.0,OCT
106,Patterson NSW,471,359.0,OCT
107,Windamere NSW,296,206.0,OCT
108,Bendigo VIC,913,807.0,OCT
109,Eureka VIC,915,814.0,OCT
110,Geelong VIC,1321,1174.0,OCT
111,Grampians VIC,209,173.0,OCT
112,Hampden VIC,382,337.0,OCT
113,Mid Murray VIC,200,177.0,OCT
114,Sunraysia VIC,507,372.0,OCT
115,Western District VIC,194,141.0,OCT
0,Eastern Adelaide SA,739,567.0,NOV
1,Northern Adelaide SA,3225,2391.0,NOV
2,Southern Adelaide SA,1803,1337.0,NOV
3,Western Adelaide SA,1498,983.0,NOV
4,Gold Coast QLD,3363,2656.0,NOV
5,Ipswich QLD,1662,1285.0,NOV
6,Logan QLD,2995,2237.0,NOV
7,North Brisbane QLD,2405,1935.0,NOV
8,Outer North Brisbane,2180,1597.0,NOV
9,South Brisbane QLD,3117,2278.0,NOV
10,Sunshine Coast QLD,1767,1304.0,NOV
11,Bundaberg QLD,1011,755.0,NOV
12,CairnsQLD,2177,1542.0,NOV
13,Capricornia QLD,902,717.0,NOV
14,Far North QLD,648,453.0,NOV
15,Gladstone QLD,253,227.0,NOV
16,Mackay QLD,657,530.0,NOV
17,Mt Isa QLD,417,325.0,NOV
18,Townsville QLD,1640,1312.0,NOV
19,East Gippsland VIC,467,353.0,NOV
20,Goulburn Valley VIC,883,678.0,NOV
21,Kiewa VIC,694,552.0,NOV
22,Latrobe Valley VIC,1089,910.0,NOV
23,Ovens VIC,546,479.0,NOV
24,Goldfields/Esperance,479,320.0,NOV
25,Kimberley WA,819,655.0,NOV
26,Mid West/Gascoyne,509,399.0,NOV
27,Midlands/Wheatbelt,254,176.0,NOV
28,Pilbara WA,340,286.0,NOV
29,Southern WA,1127,848.0,NOV
30,Central Coast NSW,1998,1572.0,NOV
31,Hunter NSW,792,653.0,NOV
32,Keepit NSW,673,519.0,NOV
33,Lower Hunter NSW,2297,1750.0,NOV
34,Manning NSW,702,532.0,NOV
35,Upper Hunter NSW,204,183.0,NOV
36,Bayside VIC,2999,2109.0,NOV
37,Calder VIC,2338,2061.0,NOV
38,Maroondah VIC,1169,1141.0,NOV
39,Monash VIC,1373,1367.0,NOV
40,Peninsula VIC,1295,1124.0,NOV
41,Plenty VIC,2032,1639.0,NOV
42,Westgate VIC,3846,3003.0,NOV
43,Yarra VIC,859,782.0,NOV
44,Clarence NSW,450,331.0,NOV
45,Coffs Harbour NSW,836,590.0,NOV
46,Hastings NSW,498,339.0,NOV
47,Macleay NSW,289,185.0,NOV
48,New England NSW,611,469.0,NOV
49,North Coast NSW,541,397.0,NOV
50,Richmond NSW,730,535.0,NOV
51,Tweed NSW,674,494.0,NOV
52,Alice Springs NT,748,513.0,NOV
53,Darwin NT,580,409.0,NOV
54,Katherine NT,445,290.0,NOV
55,Tennant Creek NT,212,152.0,NOV
56,Top End NT,923,708.0,NOV
57,Central/West Metro,1429,,NOV
58,Dale WA,478,375.0,NOV
59,East Metro WA,1673,1253.0,NOV
60,North Metro WA,2584,2057.0,NOV
61,Adelaide Hills SA,185,171.0,NOV
62,Fleurieu/Kangaroo Is,203,130.0,NOV
63,Gawler SA,381,269.0,NOV
64,Kadina/Clare SA,249,182.0,NOV
65,Murraylands SA,240,187.0,NOV
66,North Country SA,651,454.0,NOV
67,Port Lincoln/Ceduna,254,195.0,NOV
68,Port Pirie SA,253,165.0,NOV
69,Riverland SA,311,211.0,NOV
70,South East SA,313,238.0,NOV
71,ACT/Queanbeyan NSW,1038,875.0,NOV
72,Eurobodalla NSW,295,202.0,NOV
73,Lower South Coast,276,195.0,NOV
74,Murray Darling NSW,56,40.0,NOV
75,Shoalhaven NSW,787,537.0,NOV
76,South Eastern NSW,665,587.0,NOV
77,Southern Ranges NSW,417,331.0,NOV
78,Sturt NSW,363,321.0,NOV
79,Fraser Coast QLD,1043,695.0,NOV
80,Gympie QLD,740,517.0,NOV
81,Toowoomba QLD,960,789.0,NOV
82,Warwick QLD,368,275.0,NOV
83,Western Downs QLD,258,190.0,NOV
84,Canterbury/Bankstown,1252,995.0,NOV
85,Central West Sydney,2059,1446.0,NOV
86,Eastern Suburbs NSW,536,431.0,NOV
87,Fairfield NSW,1074,791.0,NOV
88,Inner Sydney NSW,992,799.0,NOV
89,Inner Western Sydney,286,246.0,NOV
90,Liverpool NSW,989,757.0,NOV
91,Macarthur NSW,1326,1133.0,NOV
92,Nepean NSW,1601,1409.0,NOV
93,Northern Sydney NSW,676,495.0,NOV
94,Outer Western Sydney,1770,1383.0,NOV
95,St George-Sutherland,1030,842.0,NOV
96,Wollongong NSW,1683,1196.0,NOV
97,Hobart TAS,1978,1315.0,NOV
98,Launceston TAS,1158,842.0,NOV
99,West and North West,851,620.0,NOV
100,Chifley NSW,281,181.0,NOV
101,Far West NSW,239,170.0,NOV
102,Gwydir Namoi NSW,355,288.0,NOV
103,Lachlan NSW,252,204.0,NOV
104,Orana NSW,661,454.0,NOV
105,Oxley NSW,129,78.0,NOV
106,Patterson NSW,485,408.0,NOV
107,Windamere NSW,302,222.0,NOV
108,Bendigo VIC,935,820.0,NOV
109,Eureka VIC,901,832.0,NOV
110,Geelong VIC,1361,1206.0,NOV
111,Grampians VIC,223,184.0,NOV
112,Hampden VIC,366,372.0,NOV
113,Mid Murray VIC,211,189.0,NOV
114,Sunraysia VIC,512,372.0,NOV
115,Western District VIC,187,153.0,NOV
0,Eastern Adelaide SA,791,641.0,DEC
1,Northern Adelaide SA,3356,2511.0,DEC
2,Southern Adelaide SA,1878,1429.0,DEC
3,Western Adelaide SA,1543,1041.0,DEC
4,Gold Coast QLD,3466,2814.0,DEC
5,Ipswich QLD,1691,1320.0,DEC
6,Logan QLD,3052,2294.0,DEC
7,North Brisbane QLD,2539,2041.0,DEC
8,Outer North Brisbane,2259,1686.0,DEC
9,South Brisbane QLD,3223,2424.0,DEC
10,Sunshine Coast QLD,1832,1429.0,DEC
11,Bundaberg QLD,1048,814.0,DEC
12,CairnsQLD,2244,1573.0,DEC
13,Capricornia QLD,957,756.0,DEC
14,Far North QLD,614,470.0,DEC
15,Gladstone QLD,252,234.0,DEC
16,Mackay QLD,706,554.0,DEC
17,Mt Isa QLD,423,322.0,DEC
18,Townsville QLD,1731,1351.0,DEC
19,East Gippsland VIC,477,370.0,DEC
20,Goulburn Valley VIC,951,738.0,DEC
21,Kiewa VIC,734,596.0,DEC
22,Latrobe Valley VIC,1140,952.0,DEC
23,Ovens VIC,568,503.0,DEC
24,Goldfields/Esperance,475,341.0,DEC
25,Kimberley WA,804,632.0,DEC
26,Mid West/Gascoyne,522,398.0,DEC
27,Midlands/Wheatbelt,269,177.0,DEC
28,Pilbara WA,333,279.0,DEC
29,Southern WA,1131,890.0,DEC
30,Central Coast NSW,2058,1648.0,DEC
31,Hunter NSW,827,658.0,DEC
32,Keepit NSW,680,543.0,DEC
33,Lower Hunter NSW,2396,1921.0,DEC
34,Manning NSW,725,551.0,DEC
35,Upper Hunter NSW,213,184.0,DEC
36,Bayside VIC,3123,2351.0,DEC
37,Calder VIC,2441,2200.0,DEC
38,Maroondah VIC,1246,1248.0,DEC
39,Monash VIC,1421,1413.0,DEC
40,Peninsula VIC,1313,1151.0,DEC
41,Plenty VIC,2149,1786.0,DEC
42,Westgate VIC,3933,3142.0,DEC
43,Yarra VIC,894,838.0,DEC
44,Clarence NSW,453,343.0,DEC
45,Coffs Harbour NSW,868,600.0,DEC
46,Hastings NSW,520,375.0,DEC
47,Macleay NSW,291,196.0,DEC
48,New England NSW,630,491.0,DEC
49,North Coast NSW,569,446.0,DEC
50,Richmond NSW,755,563.0,DEC
51,Tweed NSW,702,519.0,DEC
52,Alice Springs NT,734,514.0,DEC
53,Darwin NT,539,390.0,DEC
54,Katherine NT,464,286.0,DEC
55,Tennant Creek NT,209,147.0,DEC
56,Top End NT,932,702.0,DEC
57,Central/West Metro,1487,,DEC
58,Dale WA,511,384.0,DEC
59,East Metro WA,1718,1317.0,DEC
60,North Metro WA,2670,2114.0,DEC
61,Adelaide Hills SA,192,173.0,DEC
62,Fleurieu/Kangaroo Is,202,133.0,DEC
63,Gawler SA,387,284.0,DEC
64,Kadina/Clare SA,259,197.0,DEC
65,Murraylands SA,239,193.0,DEC
66,North Country SA,662,463.0,DEC
67,Port Lincoln/Ceduna,262,204.0,DEC
68,Port Pirie SA,250,172.0,DEC
69,Riverland SA,314,208.0,DEC
70,South East SA,323,260.0,DEC
71,ACT/Queanbeyan NSW,1058,908.0,DEC
72,Eurobodalla NSW,333,207.0,DEC
73,Lower South Coast,277,211.0,DEC
74,Murray Darling NSW,58,42.0,DEC
75,Shoalhaven NSW,822,558.0,DEC
76,South Eastern NSW,701,612.0,DEC
77,Southern Ranges NSW,453,356.0,DEC
78,Sturt NSW,368,353.0,DEC
79,Fraser Coast QLD,1079,738.0,DEC
80,Gympie QLD,791,564.0,DEC
81,Toowoomba QLD,993,809.0,DEC
82,Warwick QLD,388,302.0,DEC
83,Western Downs QLD,257,202.0,DEC
84,Canterbury/Bankstown,1244,1023.0,DEC
85,Central West Sydney,2072,1480.0,DEC
86,Eastern Suburbs NSW,552,471.0,DEC
87,Fairfield NSW,1102,854.0,DEC
88,Inner Sydney NSW,1003,827.0,DEC
89,Inner Western Sydney,306,249.0,DEC
90,Liverpool NSW,1032,843.0,DEC
91,Macarthur NSW,1396,1185.0,DEC
92,Nepean NSW,1631,1481.0,DEC
93,Northern Sydney NSW,723,574.0,DEC
94,Outer Western Sydney,1807,1448.0,DEC
95,St George-Sutherland,1056,867.0,DEC
96,Wollongong NSW,1738,1295.0,DEC
97,Hobart TAS,2048,1378.0,DEC
98,Launceston TAS,1202,903.0,DEC
99,West and North West,881,649.0,DEC
100,Chifley NSW,270,197.0,DEC
101,Far West NSW,239,178.0,DEC
102,Gwydir Namoi NSW,351,293.0,DEC
103,Lachlan NSW,254,206.0,DEC
104,Orana NSW,641,470.0,DEC
105,Oxley NSW,129,82.0,DEC
106,Patterson NSW,484,450.0,DEC
107,Windamere NSW,304,236.0,DEC
108,Bendigo VIC,969,867.0,DEC
109,Eureka VIC,930,917.0,DEC
110,Geelong VIC,1391,1281.0,DEC
111,Grampians VIC,240,194.0,DEC
112,Hampden VIC,401,395.0,DEC
113,Mid Murray VIC,205,187.0,DEC
114,Sunraysia VIC,517,394.0,DEC
115,Western District VIC,197,162.0,DEC
0,Eastern Adelaide SA,810,684.0,JAN
1,Northern Adelaide SA,3486,2606.0,JAN
2,Southern Adelaide SA,1972,1478.0,JAN
3,Western Adelaide SA,1583,1051.0,JAN
4,Gold Coast QLD,3621,2850.0,JAN
5,Ipswich QLD,1763,1400.0,JAN
6,Logan QLD,3173,2419.0,JAN
7,North Brisbane QLD,2642,2110.0,JAN
8,Outer North Brisbane,2376,1798.0,JAN
9,South Brisbane QLD,3396,2494.0,JAN
10,Sunshine Coast QLD,1927,1459.0,JAN
11,Bundaberg QLD,1069,825.0,JAN
12,CairnsQLD,2350,1606.0,JAN
13,Capricornia QLD,1047,807.0,JAN
14,Far North QLD,650,487.0,JAN
15,Gladstone QLD,273,226.0,JAN
16,Mackay QLD,744,587.0,JAN
17,Mt Isa QLD,455,348.0,JAN
18,Townsville QLD,1821,1478.0,JAN
19,East Gippsland VIC,504,404.0,JAN
20,Goulburn Valley VIC,971,756.0,JAN
21,Kiewa VIC,753,660.0,JAN
22,Latrobe Valley VIC,1171,973.0,JAN
23,Ovens VIC,608,548.0,JAN
24,Goldfields/Esperance,479,350.0,JAN
25,Kimberley WA,818,636.0,JAN
26,Mid West/Gascoyne,531,403.0,JAN
27,Midlands/Wheatbelt,274,190.0,JAN
28,Pilbara WA,331,283.0,JAN
29,Southern WA,1209,935.0,JAN
30,Central Coast NSW,2150,1741.0,JAN
31,Hunter NSW,895,694.0,JAN
32,Keepit NSW,722,572.0,JAN
33,Lower Hunter NSW,2513,2036.0,JAN
34,Manning NSW,745,569.0,JAN
35,Upper Hunter NSW,228,187.0,JAN
36,Bayside VIC,3309,2506.0,JAN
37,Calder VIC,2573,2319.0,JAN
38,Maroondah VIC,1338,1363.0,JAN
39,Monash VIC,1491,1499.0,JAN
40,Peninsula VIC,1382,1227.0,JAN
41,Plenty VIC,2290,1922.0,JAN
42,Westgate VIC,4095,3286.0,JAN
43,Yarra VIC,937,911.0,JAN
44,Clarence NSW,476,366.0,JAN
45,Coffs Harbour NSW,922,653.0,JAN
46,Hastings NSW,533,380.0,JAN
47,Macleay NSW,279,209.0,JAN
48,New England NSW,675,542.0,JAN
49,North Coast NSW,557,496.0,JAN
50,Richmond NSW,783,594.0,JAN
51,Tweed NSW,738,558.0,JAN
52,Alice Springs NT,749,526.0,JAN
53,Darwin NT,577,461.0,JAN
54,Katherine NT,478,281.0,JAN
55,Tennant Creek NT,211,142.0,JAN
56,Top End NT,988,710.0,JAN
57,Central/West Metro,1533,1161.0,JAN
58,Dale WA,528,377.0,JAN
59,East Metro WA,1744,1380.0,JAN
60,North Metro WA,2748,2207.0,JAN
61,Adelaide Hills SA,222,190.0,JAN
62,Fleurieu/Kangaroo Is,211,133.0,JAN
63,Gawler SA,423,309.0,JAN
64,Kadina/Clare SA,271,206.0,JAN
65,Murraylands SA,243,211.0,JAN
66,North Country SA,698,456.0,JAN
67,Port Lincoln/Ceduna,299,221.0,JAN
68,Port Pirie SA,260,175.0,JAN
69,Riverland SA,309,207.0,JAN
70,South East SA,355,267.0,JAN
71,ACT/Queanbeyan NSW,1158,958.0,JAN
72,Eurobodalla NSW,335,217.0,JAN
73,Lower South Coast,302,236.0,JAN
74,Murray Darling NSW,54,43.0,JAN
75,Shoalhaven NSW,873,612.0,JAN
76,South Eastern NSW,732,652.0,JAN
77,Southern Ranges NSW,481,360.0,JAN
78,Sturt NSW,385,361.0,JAN
79,Fraser Coast QLD,1131,753.0,JAN
80,Gympie QLD,855,591.0,JAN
81,Toowoomba QLD,1012,842.0,JAN
82,Warwick QLD,380,313.0,JAN
83,Western Downs QLD,252,202.0,JAN
84,Canterbury/Bankstown,1287,1040.0,JAN
85,Central West Sydney,2157,1595.0,JAN
86,Eastern Suburbs NSW,558,516.0,JAN
87,Fairfield NSW,1181,867.0,JAN
88,Inner Sydney NSW,1054,912.0,JAN
89,Inner Western Sydney,308,259.0,JAN
90,Liverpool NSW,1046,876.0,JAN
91,Macarthur NSW,1454,1251.0,JAN
92,Nepean NSW,1714,1560.0,JAN
93,Northern Sydney NSW,757,614.0,JAN
94,Outer Western Sydney,1874,1521.0,JAN
95,St George-Sutherland,1115,920.0,JAN
96,Wollongong NSW,1788,1366.0,JAN
97,Hobart TAS,2141,1411.0,JAN
98,Launceston TAS,1244,940.0,JAN
99,West and North West,910,670.0,JAN
100,Chifley NSW,291,210.0,JAN
101,Far West NSW,252,191.0,JAN
102,Gwydir Namoi NSW,372,309.0,JAN
103,Lachlan NSW,266,219.0,JAN
104,Orana NSW,669,466.0,JAN
105,Oxley NSW,127,79.0,JAN
106,Patterson NSW,515,464.0,JAN
107,Windamere NSW,324,261.0,JAN
108,Bendigo VIC,1021,925.0,JAN
109,Eureka VIC,972,960.0,JAN
110,Geelong VIC,1422,1283.0,JAN
111,Grampians VIC,252,198.0,JAN
112,Hampden VIC,428,416.0,JAN
113,Mid Murray VIC,215,211.0,JAN
114,Sunraysia VIC,537,407.0,JAN
115,Western District VIC,207,181.0,JAN
0,Eastern Adelaide SA,772,653.0,FEB
1,Northern Adelaide SA,3465,2559.0,FEB
2,Southern Adelaide SA,1996,1483.0,FEB
3,Western Adelaide SA,1584,1035.0,FEB
4,Gold Coast QLD,3582,2805.0,FEB
5,Ipswich QLD,1757,1402.0,FEB
6,Logan QLD,3113,2391.0,FEB
7,North Brisbane QLD,2592,2012.0,FEB
8,Outer North Brisbane,2352,1768.0,FEB
9,South Brisbane QLD,3328,2393.0,FEB
10,Sunshine Coast QLD,1869,1421.0,FEB
11,Bundaberg QLD,1066,813.0,FEB
12,CairnsQLD,2339,1644.0,FEB
13,Capricornia QLD,1038,778.0,FEB
14,Far North QLD,675,489.0,FEB
15,Gladstone QLD,273,220.0,FEB
16,Mackay QLD,740,587.0,FEB
17,Mt Isa QLD,476,354.0,FEB
18,Townsville QLD,1880,1479.0,FEB
19,East Gippsland VIC,503,391.0,FEB
20,Goulburn Valley VIC,923,714.0,FEB
21,Kiewa VIC,745,609.0,FEB
22,Latrobe Valley VIC,1170,961.0,FEB
23,Ovens VIC,620,524.0,FEB
24,Goldfields/Esperance,477,338.0,FEB
25,Kimberley WA,855,652.0,FEB
26,Mid West/Gascoyne,518,403.0,FEB
27,Midlands/Wheatbelt,272,184.0,FEB
28,Pilbara WA,315,268.0,FEB
29,Southern WA,1199,921.0,FEB
30,Central Coast NSW,2129,1736.0,FEB
31,Hunter NSW,932,703.0,FEB
32,Keepit NSW,688,525.0,FEB
33,Lower Hunter NSW,2516,1953.0,FEB
34,Manning NSW,756,583.0,FEB
35,Upper Hunter NSW,231,188.0,FEB
36,Bayside VIC,3248,2437.0,FEB
37,Calder VIC,2579,2230.0,FEB
38,Maroondah VIC,1366,1326.0,FEB
39,Monash VIC,1482,1485.0,FEB
40,Peninsula VIC,1341,1241.0,FEB
41,Plenty VIC,2208,1881.0,FEB
42,Westgate VIC,4091,3260.0,FEB
43,Yarra VIC,916,898.0,FEB
44,Clarence NSW,492,353.0,FEB
45,Coffs Harbour NSW,915,660.0,FEB
46,Hastings NSW,535,390.0,FEB
47,Macleay NSW,278,214.0,FEB
48,New England NSW,640,527.0,FEB
49,North Coast NSW,564,478.0,FEB
50,Richmond NSW,772,588.0,FEB
51,Tweed NSW,711,542.0,FEB
52,Alice Springs NT,752,528.0,FEB
53,Darwin NT,580,478.0,FEB
54,Katherine NT,481,306.0,FEB
55,Tennant Creek NT,225,146.0,FEB
56,Top End NT,1014,736.0,FEB
57,Central/West Metro,1535,1160.0,FEB
58,Dale WA,517,383.0,FEB
59,East Metro WA,1768,1386.0,FEB
60,North Metro WA,2734,2235.0,FEB
61,Adelaide Hills SA,221,196.0,FEB
62,Fleurieu/Kangaroo Is,197,133.0,FEB
63,Gawler SA,409,316.0,FEB
64,Kadina/Clare SA,277,205.0,FEB
65,Murraylands SA,242,214.0,FEB
66,North Country SA,681,458.0,FEB
67,Port Lincoln/Ceduna,292,226.0,FEB
68,Port Pirie SA,257,173.0,FEB
69,Riverland SA,306,204.0,FEB
70,South East SA,349,249.0,FEB
71,ACT/Queanbeyan NSW,1136,935.0,FEB
72,Eurobodalla NSW,336,231.0,FEB
73,Lower South Coast,297,225.0,FEB
74,Murray Darling NSW,51,41.0,FEB
75,Shoalhaven NSW,867,613.0,FEB
76,South Eastern NSW,726,663.0,FEB
77,Southern Ranges NSW,488,360.0,FEB
78,Sturt NSW,363,347.0,FEB
79,Fraser Coast QLD,1112,740.0,FEB
80,Gympie QLD,863,612.0,FEB
81,Toowoomba QLD,1007,858.0,FEB
82,Warwick QLD,376,313.0,FEB
83,Western Downs QLD,266,191.0,FEB
84,Canterbury/Bankstown,1232,1006.0,FEB
85,Central West Sydney,2136,1592.0,FEB
86,Eastern Suburbs NSW,543,500.0,FEB
87,Fairfield NSW,1133,823.0,FEB
88,Inner Sydney NSW,1023,894.0,FEB
89,Inner Western Sydney,312,257.0,FEB
90,Liverpool NSW,1041,837.0,FEB
91,Macarthur NSW,1434,1192.0,FEB
92,Nepean NSW,1718,1485.0,FEB
93,Northern Sydney NSW,720,567.0,FEB
94,Outer Western Sydney,1889,1510.0,FEB
95,St George-Sutherland,1080,888.0,FEB
96,Wollongong NSW,1746,1358.0,FEB
97,Hobart TAS,2068,1365.0,FEB
98,Launceston TAS,1194,887.0,FEB
99,West and North West,901,625.0,FEB
100,Chifley NSW,296,202.0,FEB
101,Far West NSW,240,170.0,FEB
102,Gwydir Namoi NSW,370,313.0,FEB
103,Lachlan NSW,272,219.0,FEB
104,Orana NSW,675,478.0,FEB
105,Oxley NSW,134,85.0,FEB
106,Patterson NSW,495,465.0,FEB
107,Windamere NSW,331,264.0,FEB
108,Bendigo VIC,1035,919.0,FEB
109,Eureka VIC,955,937.0,FEB
110,Geelong VIC,1404,1247.0,FEB
111,Grampians VIC,234,193.0,FEB
112,Hampden VIC,441,399.0,FEB
113,Mid Murray VIC,219,209.0,FEB
114,Sunraysia VIC,518,404.0,FEB
115,Western District VIC,218,172.0,FEB
0,Eastern Adelaide SA,763,609.0,MAR
1,Northern Adelaide SA,3384,2500.0,MAR
2,Southern Adelaide SA,1969,1421.0,MAR
3,Western Adelaide SA,1487,1011.0,MAR
4,Gold Coast QLD,3560,2803.0,MAR
5,Ipswich QLD,1819,1430.0,MAR
6,Logan QLD,3139,2408.0,MAR
7,North Brisbane QLD,2563,1964.0,MAR
8,Outer North Brisbane,2357,1779.0,MAR
9,South Brisbane QLD,3326,2360.0,MAR
10,Sunshine Coast QLD,1890,1478.0,MAR
11,Bundaberg QLD,1061,783.0,MAR
12,CairnsQLD,2358,1662.0,MAR
13,Capricornia QLD,1039,760.0,MAR
14,Far North QLD,682,509.0,MAR
15,Gladstone QLD,277,231.0,MAR
16,Mackay QLD,749,627.0,MAR
17,Mt Isa QLD,478,355.0,MAR
18,Townsville QLD,1908,1494.0,MAR
19,East Gippsland VIC,501,381.0,MAR
20,Goulburn Valley VIC,897,695.0,MAR
21,Kiewa VIC,730,622.0,MAR
22,Latrobe Valley VIC,1175,964.0,MAR
23,Ovens VIC,623,546.0,MAR
24,Goldfields/Esperance,499,347.0,MAR
25,Kimberley WA,830,635.0,MAR
26,Mid West/Gascoyne,523,420.0,MAR
27,Midlands/Wheatbelt,253,179.0,MAR
28,Pilbara WA,323,266.0,MAR
29,Southern WA,1187,918.0,MAR
30,Central Coast NSW,2095,1734.0,MAR
31,Hunter NSW,936,730.0,MAR
32,Keepit NSW,684,525.0,MAR
33,Lower Hunter NSW,2451,1913.0,MAR
34,Manning NSW,755,571.0,MAR
35,Upper Hunter NSW,241,189.0,MAR
36,Bayside VIC,3215,2374.0,MAR
37,Calder VIC,2501,2157.0,MAR
38,Maroondah VIC,1389,1322.0,MAR
39,Monash VIC,1492,1504.0,MAR
40,Peninsula VIC,1366,1238.0,MAR
41,Plenty VIC,2186,1865.0,MAR
42,Westgate VIC,3956,3250.0,MAR
43,Yarra VIC,909,875.0,MAR
44,Clarence NSW,497,339.0,MAR
45,Coffs Harbour NSW,928,655.0,MAR
46,Hastings NSW,522,390.0,MAR
47,Macleay NSW,276,205.0,MAR
48,New England NSW,621,527.0,MAR
49,North Coast NSW,561,458.0,MAR
50,Richmond NSW,752,585.0,MAR
