,ESA_NAME,Male,Female,months
51,Tweed NSW,727,551.0,MAR
52,Alice Springs NT,735,516.0,MAR
53,Darwin NT,579,466.0,MAR
54,Katherine NT,477,297.0,MAR
55,Tennant Creek NT,235,150.0,MAR
56,Top End NT,1021,753.0,MAR
57,Central/West Metro,1526,1200.0,MAR
58,Dale WA,507,398.0,MAR
59,East Metro WA,1729,1355.0,MAR
60,North Metro WA,2709,2183.0,MAR
61,Adelaide Hills SA,222,190.0,MAR
62,Fleurieu/Kangaroo Is,198,129.0,MAR
63,Gawler SA,408,315.0,MAR
64,Kadina/Clare SA,274,214.0,MAR
65,Murraylands SA,238,218.0,MAR
66,North Country SA,669,441.0,MAR
67,Port Lincoln/Ceduna,293,221.0,MAR
68,Port Pirie SA,246,172.0,MAR
69,Riverland SA,294,196.0,MAR
70,South East SA,345,236.0,MAR
71,ACT/Queanbeyan NSW,1149,921.0,MAR
72,Eurobodalla NSW,338,214.0,MAR
73,Lower South Coast,290,227.0,MAR
74,Murray Darling NSW,52,37.0,MAR
75,Shoalhaven NSW,873,596.0,MAR
76,South Eastern NSW,714,626.0,MAR
77,Southern Ranges NSW,503,350.0,MAR
78,Sturt NSW,366,342.0,MAR
79,Fraser Coast QLD,1089,728.0,MAR
80,Gympie QLD,876,612.0,MAR
81,Toowoomba QLD,1018,826.0,MAR
82,Warwick QLD,373,311.0,MAR
83,Western Downs QLD,262,209.0,MAR
84,Canterbury/Bankstown,1231,1008.0,MAR
85,Central West Sydney,2095,1612.0,MAR
86,Eastern Suburbs NSW,530,498.0,MAR
87,Fairfield NSW,1105,849.0,MAR
88,Inner Sydney NSW,1007,863.0,MAR
89,Inner Western Sydney,316,244.0,MAR
90,Liverpool NSW,1035,865.0,MAR
91,Macarthur NSW,1438,1207.0,MAR
92,Nepean NSW,1733,1477.0,MAR
93,Northern Sydney NSW,711,525.0,MAR
94,Outer Western Sydney,1884,1504.0,MAR
95,St George-Sutherland,1072,829.0,MAR
96,Wollongong NSW,1739,1294.0,MAR
97,Hobart TAS,2006,1332.0,MAR
98,Launceston TAS,1166,870.0,MAR
99,West and North West,884,621.0,MAR
100,Chifley NSW,278,202.0,MAR
101,Far West NSW,232,178.0,MAR
102,Gwydir Namoi NSW,380,304.0,MAR
103,Lachlan NSW,260,216.0,MAR
104,Orana NSW,668,454.0,MAR
105,Oxley NSW,135,83.0,MAR
106,Patterson NSW,511,461.0,MAR
107,Windamere NSW,338,253.0,MAR
108,Bendigo VIC,1028,888.0,MAR
109,Eureka VIC,943,907.0,MAR
110,Geelong VIC,1369,1218.0,MAR
111,Grampians VIC,229,181.0,MAR
112,Hampden VIC,432,386.0,MAR
113,Mid Murray VIC,218,211.0,MAR
114,Sunraysia VIC,512,412.0,MAR
115,Western District VIC,218,163.0,MAR
0,Eastern Adelaide SA,753,630.0,APR
1,Northern Adelaide SA,3370,2456.0,APR
2,Southern Adelaide SA,1985,1446.0,APR
3,Western Adelaide SA,1514,994.0,APR
4,Gold Coast QLD,3510,2808.0,APR
5,Ipswich QLD,1810,1396.0,APR
6,Logan QLD,3150,2416.0,APR
7,North Brisbane QLD,2555,1972.0,APR
8,Outer North Brisbane,2375,1760.0,APR
9,South Brisbane QLD,3296,2424.0,APR
10,Sunshine Coast QLD,1854,1493.0,APR
11,Bundaberg QLD,1022,763.0,APR
12,CairnsQLD,2387,1660.0,APR
13,Capricornia QLD,1029,778.0,APR
14,Far North QLD,697,510.0,APR
15,Gladstone QLD,287,244.0,APR
16,Mackay QLD,750,653.0,APR
17,Mt Isa QLD,468,370.0,APR
18,Townsville QLD,1948,1456.0,APR
19,East Gippsland VIC,496,381.0,APR
20,Goulburn Valley VIC,907,704.0,APR
21,Kiewa VIC,712,616.0,APR
22,Latrobe Valley VIC,1200,952.0,APR
23,Ovens VIC,614,532.0,APR
24,Goldfields/Esperance,488,337.0,APR
25,Kimberley WA,853,616.0,APR
26,Mid West/Gascoyne,537,402.0,APR
27,Midlands/Wheatbelt,251,188.0,APR
28,Pilbara WA,341,278.0,APR
29,Southern WA,1141,894.0,APR
30,Central Coast NSW,2109,1751.0,APR
31,Hunter NSW,957,712.0,APR
32,Keepit NSW,661,519.0,APR
33,Lower Hunter NSW,2521,1927.0,APR
34,Manning NSW,733,561.0,APR
35,Upper Hunter NSW,246,188.0,APR
36,Bayside VIC,3334,2399.0,APR
37,Calder VIC,2500,2200.0,APR
38,Maroondah VIC,1400,1303.0,APR
39,Monash VIC,1485,1496.0,APR
40,Peninsula VIC,1405,1277.0,APR
41,Plenty VIC,2156,1824.0,APR
42,Westgate VIC,3989,3278.0,APR
43,Yarra VIC,922,863.0,APR
44,Clarence NSW,504,340.0,APR
45,Coffs Harbour NSW,915,633.0,APR
46,Hastings NSW,524,374.0,APR
47,Macleay NSW,280,205.0,APR
48,New England NSW,622,518.0,APR
49,North Coast NSW,532,456.0,APR
50,Richmond NSW,751,567.0,APR
51,Tweed NSW,699,539.0,APR
52,Alice Springs NT,724,531.0,APR
53,Darwin NT,595,452.0,APR
54,Katherine NT,488,316.0,APR
55,Tennant Creek NT,240,145.0,APR
56,Top End NT,1051,789.0,APR
57,Central/West Metro,1522,1252.0,APR
58,Dale WA,520,402.0,APR
59,East Metro WA,1767,1330.0,APR
60,North Metro WA,2698,2136.0,APR
61,Adelaide Hills SA,220,197.0,APR
62,Fleurieu/Kangaroo Is,192,128.0,APR
63,Gawler SA,402,307.0,APR
64,Kadina/Clare SA,267,203.0,APR
65,Murraylands SA,232,213.0,APR
66,North Country SA,669,430.0,APR
67,Port Lincoln/Ceduna,266,225.0,APR
68,Port Pirie SA,242,165.0,APR
69,Riverland SA,283,189.0,APR
70,South East SA,338,231.0,APR
71,ACT/Queanbeyan NSW,1185,957.0,APR
72,Eurobodalla NSW,323,207.0,APR
73,Lower South Coast,274,205.0,APR
74,Murray Darling NSW,47,37.0,APR
75,Shoalhaven NSW,829,577.0,APR
76,South Eastern NSW,729,609.0,APR
77,Southern Ranges NSW,501,348.0,APR
78,Sturt NSW,375,341.0,APR
79,Fraser Coast QLD,1108,731.0,APR
80,Gympie QLD,857,618.0,APR
81,Toowoomba QLD,1052,842.0,APR
82,Warwick QLD,345,292.0,APR
83,Western Downs QLD,269,211.0,APR
84,Canterbury/Bankstown,1227,1017.0,APR
85,Central West Sydney,2081,1582.0,APR
86,Eastern Suburbs NSW,519,477.0,APR
87,Fairfield NSW,1102,856.0,APR
88,Inner Sydney NSW,1037,895.0,APR
89,Inner Western Sydney,302,255.0,APR
90,Liverpool NSW,997,850.0,APR
91,Macarthur NSW,1410,1212.0,APR
92,Nepean NSW,1751,1485.0,APR
93,Northern Sydney NSW,711,539.0,APR
94,Outer Western Sydney,1909,1487.0,APR
95,St George-Sutherland,1040,845.0,APR
96,Wollongong NSW,1750,1290.0,APR
97,Hobart TAS,1971,1310.0,APR
98,Launceston TAS,1142,862.0,APR
99,West and North West,851,616.0,APR
100,Chifley NSW,278,211.0,APR
101,Far West NSW,238,180.0,APR
102,Gwydir Namoi NSW,377,290.0,APR
103,Lachlan NSW,256,215.0,APR
104,Orana NSW,660,439.0,APR
105,Oxley NSW,132,84.0,APR
106,Patterson NSW,530,459.0,APR
107,Windamere NSW,338,240.0,APR
108,Bendigo VIC,1030,892.0,APR
109,Eureka VIC,913,902.0,APR
110,Geelong VIC,1395,1228.0,APR
111,Grampians VIC,238,183.0,APR
112,Hampden VIC,437,397.0,APR
113,Mid Murray VIC,225,215.0,APR
114,Sunraysia VIC,496,400.0,APR
115,Western District VIC,212,155.0,APR
0,Eastern Adelaide SA,783,594.0,MAY
1,Northern Adelaide SA,3406,2419.0,MAY
2,Southern Adelaide SA,1932,1455.0,MAY
3,Western Adelaide SA,1484,986.0,MAY
4,Gold Coast QLD,3466,2822.0,MAY
5,Ipswich QLD,1869,1393.0,MAY
6,Logan QLD,3165,2391.0,MAY
7,North Brisbane QLD,2577,1988.0,MAY
8,Outer North Brisbane,2366,1737.0,MAY
9,South Brisbane QLD,3322,2393.0,MAY
10,Sunshine Coast QLD,1841,1465.0,MAY
11,Bundaberg QLD,985,740.0,MAY
12,CairnsQLD,2379,1681.0,MAY
13,Capricornia QLD,1016,766.0,MAY
14,Far North QLD,706,501.0,MAY
15,Gladstone QLD,281,238.0,MAY
16,Mackay QLD,734,643.0,MAY
17,Mt Isa QLD,486,369.0,MAY
18,Townsville QLD,1963,1464.0,MAY
19,East Gippsland VIC,488,377.0,MAY
20,Goulburn Valley VIC,893,685.0,MAY
21,Kiewa VIC,702,592.0,MAY
22,Latrobe Valley VIC,1196,958.0,MAY
23,Ovens VIC,587,532.0,MAY
24,Goldfields/Esperance,499,342.0,MAY
25,Kimberley WA,857,629.0,MAY
26,Mid West/Gascoyne,542,407.0,MAY
27,Midlands/Wheatbelt,242,184.0,MAY
28,Pilbara WA,344,279.0,MAY
29,Southern WA,1144,892.0,MAY
30,Central Coast NSW,2091,1773.0,MAY
31,Hunter NSW,948,730.0,MAY
32,Keepit NSW,674,507.0,MAY
33,Lower Hunter NSW,2522,1877.0,MAY
34,Manning NSW,731,567.0,MAY
35,Upper Hunter NSW,248,185.0,MAY
36,Bayside VIC,3337,2366.0,MAY
37,Calder VIC,2523,2143.0,MAY
38,Maroondah VIC,1379,1326.0,MAY
39,Monash VIC,1490,1473.0,MAY
40,Peninsula VIC,1403,1256.0,MAY
41,Plenty VIC,2144,1819.0,MAY
42,Westgate VIC,3997,3200.0,MAY
43,Yarra VIC,917,882.0,MAY
44,Clarence NSW,499,359.0,MAY
45,Coffs Harbour NSW,903,618.0,MAY
46,Hastings NSW,531,378.0,MAY
47,Macleay NSW,281,201.0,MAY
48,New England NSW,623,522.0,MAY
49,North Coast NSW,521,441.0,MAY
50,Richmond NSW,735,566.0,MAY
51,Tweed NSW,664,523.0,MAY
52,Alice Springs NT,749,532.0,MAY
53,Darwin NT,590,476.0,MAY
54,Katherine NT,494,310.0,MAY
55,Tennant Creek NT,228,140.0,MAY
56,Top End NT,1062,782.0,MAY
57,Central/West Metro,1529,1209.0,MAY
58,Dale WA,531,397.0,MAY
59,East Metro WA,1809,1343.0,MAY
60,North Metro WA,2769,2119.0,MAY
61,Adelaide Hills SA,221,186.0,MAY
62,Fleurieu/Kangaroo Is,198,130.0,MAY
63,Gawler SA,391,298.0,MAY
64,Kadina/Clare SA,273,215.0,MAY
65,Murraylands SA,225,214.0,MAY
66,North Country SA,665,434.0,MAY
67,Port Lincoln/Ceduna,269,226.0,MAY
68,Port Pirie SA,240,169.0,MAY
69,Riverland SA,289,188.0,MAY
70,South East SA,327,227.0,MAY
71,ACT/Queanbeyan NSW,1190,939.0,MAY
72,Eurobodalla NSW,331,219.0,MAY
73,Lower South Coast,277,212.0,MAY
74,Murray Darling NSW,52,35.0,MAY
75,Shoalhaven NSW,831,590.0,MAY
76,South Eastern NSW,730,594.0,MAY
77,Southern Ranges NSW,484,327.0,MAY
78,Sturt NSW,386,335.0,MAY
79,Fraser Coast QLD,1119,717.0,MAY
80,Gympie QLD,840,598.0,MAY
81,Toowoomba QLD,1077,838.0,MAY
82,Warwick QLD,339,298.0,MAY
83,Western Downs QLD,272,218.0,MAY
84,Canterbury/Bankstown,1202,1003.0,MAY
85,Central West Sydney,2103,1588.0,MAY
86,Eastern Suburbs NSW,531,472.0,MAY
87,Fairfield NSW,1102,831.0,MAY
88,Inner Sydney NSW,1021,896.0,MAY
89,Inner Western Sydney,317,234.0,MAY
90,Liverpool NSW,993,841.0,MAY
91,Macarthur NSW,1404,1213.0,MAY
92,Nepean NSW,1759,1441.0,MAY
93,Northern Sydney NSW,694,526.0,MAY
94,Outer Western Sydney,1910,1453.0,MAY
95,St George-Sutherland,1010,821.0,MAY
96,Wollongong NSW,1735,1290.0,MAY
97,Hobart TAS,1977,1263.0,MAY
98,Launceston TAS,1173,841.0,MAY
99,West and North West,847,601.0,MAY
100,Chifley NSW,275,196.0,MAY
101,Far West NSW,247,170.0,MAY
102,Gwydir Namoi NSW,372,276.0,MAY
103,Lachlan NSW,249,207.0,MAY
104,Orana NSW,675,465.0,MAY
105,Oxley NSW,130,79.0,MAY
106,Patterson NSW,528,467.0,MAY
107,Windamere NSW,348,235.0,MAY
108,Bendigo VIC,1054,875.0,MAY
109,Eureka VIC,928,867.0,MAY
110,Geelong VIC,1379,1204.0,MAY
111,Grampians VIC,234,194.0,MAY
112,Hampden VIC,422,377.0,MAY
113,Mid Murray VIC,221,218.0,MAY
114,Sunraysia VIC,520,404.0,MAY
115,Western District VIC,229,147.0,MAY
0,Eastern Adelaide SA,785,608.0,JUN
1,Northern Adelaide SA,3375,2402.0,JUN
2,Southern Adelaide SA,1945,1438.0,JUN
3,Western Adelaide SA,1495,1003.0,JUN
4,Gold Coast QLD,3429,2813.0,JUN
5,Ipswich QLD,1824,1376.0,JUN
6,Logan QLD,3072,2334.0,JUN
7,North Brisbane QLD,2582,1930.0,JUN
8,Outer North Brisbane,2317,1766.0,JUN
9,South Brisbane QLD,3332,2358.0,JUN
10,Sunshine Coast QLD,1849,1488.0,JUN
11,Bundaberg QLD,968,709.0,JUN
12,CairnsQLD,2323,1652.0,JUN
13,Capricornia QLD,1018,782.0,JUN
14,Gladstone QLD,266,222.0,JUN
15,Mackay QLD,741,646.0,JUN
16,Mt Isa QLD,264,189.0,JUN
17,Townsville QLD,1788,1363.0,JUN
18,East Gippsland VIC,486,373.0,JUN
19,Goulburn Valley VIC,882,671.0,JUN
20,Kiewa VIC,732,598.0,JUN
21,Latrobe Valley VIC,1213,954.0,JUN
22,Ovens VIC,593,510.0,JUN
23,Goldfields/Esperance,271,171.0,JUN
24,Kimberley WA,138,105.0,JUN
25,Mid West/Gascoyne,276,244.0,JUN
26,Midlands/Wheatbelt,253,168.0,JUN
27,Southern WA,1194,899.0,JUN
28,Central Coast NSW,2105,1745.0,JUN
29,Hunter NSW,975,743.0,JUN
30,Keepit NSW,672,518.0,JUN
31,Lower Hunter NSW,2505,1904.0,JUN
32,Manning NSW,744,566.0,JUN
33,Upper Hunter NSW,271,199.0,JUN
34,Bayside VIC,3313,2327.0,JUN
35,Calder VIC,2528,2128.0,JUN
36,Maroondah VIC,1398,1308.0,JUN
37,Monash VIC,1529,1502.0,JUN
38,Peninsula VIC,1457,1292.0,JUN
39,Plenty VIC,2127,1790.0,JUN
40,Westgate VIC,4025,3186.0,JUN
41,Yarra VIC,919,861.0,JUN
42,Clarence NSW,481,344.0,JUN
43,Coffs Harbour NSW,880,599.0,JUN
44,Hastings NSW,532,380.0,JUN
45,Macleay NSW,265,187.0,JUN
46,New England NSW,600,524.0,JUN
47,North Coast NSW,530,433.0,JUN
48,Richmond NSW,731,566.0,JUN
49,Tweed NSW,679,532.0,JUN
50,Alice Springs NT,179,125.0,JUN
51,Darwin NT,552,469.0,JUN
52,Central/West Metro,1569,1194.0,JUN
53,Dale WA,520,385.0,JUN
54,East Metro WA,1862,1366.0,JUN
55,North Metro WA,2754,2111.0,JUN
56,Adelaide Hills SA,214,178.0,JUN
57,Fleurieu/Kangaroo Is,206,125.0,JUN
58,Gawler SA,390,287.0,JUN
59,Kadina/Clare SA,261,210.0,JUN
60,Murraylands SA,216,215.0,JUN
61,North Country SA,472,265.0,JUN
62,Port Lincoln/Ceduna,163,122.0,JUN
63,Port Pirie SA,235,160.0,JUN
64,Riverland SA,283,179.0,JUN
65,South East SA,338,220.0,JUN
66,ACT/Queanbeyan NSW,1215,952.0,JUN
67,Eurobodalla NSW,338,217.0,JUN
68,Lower South Coast,299,238.0,JUN
69,Murray Darling NSW,48,40.0,JUN
70,Shoalhaven NSW,849,560.0,JUN
71,South Eastern NSW,736,593.0,JUN
72,Southern Ranges NSW,484,322.0,JUN
73,Sturt NSW,376,325.0,JUN
74,Fraser Coast QLD,1098,703.0,JUN
75,Gympie QLD,855,614.0,JUN
76,Toowoomba QLD,1055,830.0,JUN
77,Warwick QLD,334,287.0,JUN
78,Western Downs QLD,223,174.0,JUN
79,Canterbury/Bankstown,1215,1026.0,JUN
80,Central West Sydney,2077,1585.0,JUN
81,Eastern Suburbs NSW,509,459.0,JUN
82,Fairfield NSW,1110,810.0,JUN
83,Inner Sydney NSW,1038,873.0,JUN
84,Inner Western Sydney,303,230.0,JUN
85,Liverpool NSW,1029,848.0,JUN
86,Macarthur NSW,1401,1197.0,JUN
87,Nepean NSW,1755,1414.0,JUN
88,Northern Sydney NSW,660,527.0,JUN
89,Outer Western Sydney,1860,1402.0,JUN
90,St George-Sutherland,1006,848.0,JUN
91,Wollongong NSW,1712,1289.0,JUN
92,Hobart TAS,1985,1260.0,JUN
93,Launceston TAS,1192,844.0,JUN
94,West and North West,848,597.0,JUN
95,Chifley NSW,280,197.0,JUN
96,Far West NSW,206,125.0,JUN
97,Gwydir Namoi NSW,379,293.0,JUN
98,Lachlan NSW,242,200.0,JUN
99,Orana NSW,691,474.0,JUN
100,Patterson NSW,562,479.0,JUN
101,Windamere NSW,328,232.0,JUN
102,Bendigo VIC,1047,882.0,JUN
103,Eureka VIC,948,854.0,JUN
104,Geelong VIC,1407,1211.0,JUN
105,Grampians VIC,242,193.0,JUN
106,Hampden VIC,428,375.0,JUN
107,Mid Murray VIC,234,228.0,JUN
108,Sunraysia VIC,510,396.0,JUN
109,Western District VIC,231,142.0,JUN
0,Eastern Adelaide SA,706,590.0,JUL
1,Northern Adelaide SA,3493,2603.0,JUL
2,Southern Adelaide SA,1959,1483.0,JUL
3,Western Adelaide SA,1472,1017.0,JUL
4,Gold Coast QLD,3259,2557.0,JUL
5,Ipswich QLD,1852,1386.0,JUL
6,Logan QLD,3021,2284.0,JUL
7,North Brisbane QLD,2617,1920.0,JUL
8,Outer North Brisbane,2364,1708.0,JUL
9,South Brisbane QLD,3418,2490.0,JUL
10,Sunshine Coast QLD,1734,1407.0,JUL
11,Bundaberg QLD,912,675.0,JUL
12,CairnsQLD,2355,1528.0,JUL
13,Capricornia QLD,1157,915.0,JUL
14,Gladstone QLD,432,293.0,JUL
15,Mackay QLD,949,707.0,JUL
16,Mt Isa QLD,258,170.0,JUL
17,Townsville QLD,1867,1313.0,JUL
18,East Gippsland VIC,509,399.0,JUL
19,Goulburn Valley VIC,856,713.0,JUL
20,Kiewa VIC,784,639.0,JUL
21,Latrobe Valley VIC,1222,978.0,JUL
22,Ovens VIC,535,471.0,JUL
23,Goldfields/Esperance,267,193.0,JUL
24,Kimberley WA,156,121.0,JUL
25,Mid West/Gascoyne,309,214.0,JUL
26,Midlands/Wheatbelt,315,200.0,JUL
27,Southern WA,1216,935.0,JUL
28,Central Coast NSW,2036,1648.0,JUL
29,Hunter NSW,1079,831.0,JUL
30,Keepit NSW,684,510.0,JUL
31,Lower Hunter NSW,2659,2047.0,JUL
32,Manning NSW,727,552.0,JUL
33,Upper Hunter NSW,299,228.0,JUL
34,Bayside VIC,3356,2443.0,JUL
35,Calder VIC,2553,2160.0,JUL
36,Maroondah VIC,1433,1335.0,JUL
37,Monash VIC,1618,1529.0,JUL
38,Peninsula VIC,1406,1202.0,JUL
39,Plenty VIC,2251,1894.0,JUL
40,Westgate VIC,3963,3234.0,JUL
41,Yarra VIC,962,867.0,JUL
42,Clarence NSW,465,330.0,JUL
43,Coffs Harbour NSW,842,583.0,JUL
44,Hastings NSW,535,389.0,JUL
45,Macleay NSW,261,184.0,JUL
46,New England NSW,630,461.0,JUL
47,North Coast NSW,473,376.0,JUL
48,Richmond NSW,709,506.0,JUL
49,Tweed NSW,641,485.0,JUL
50,Alice Springs NT,182,123.0,JUL
51,Darwin NT,532,466.0,JUL
52,Central/West Metro,1687,1297.0,JUL
53,Dale WA,507,463.0,JUL
54,East Metro WA,2073,1546.0,JUL
55,North Metro WA,3069,2372.0,JUL
56,Adelaide Hills SA,246,173.0,JUL
57,Fleurieu/Kangaroo Is,185,130.0,JUL
58,Gawler SA,353,281.0,JUL
59,Kadina/Clare SA,234,201.0,JUL
60,Murraylands SA,218,194.0,JUL
61,North Country SA,497,274.0,JUL
62,Port Lincoln/Ceduna,167,112.0,JUL
63,Port Pirie SA,244,186.0,JUL
64,Riverland SA,281,174.0,JUL
65,South East SA,342,226.0,JUL
66,ACT/Queanbeyan NSW,1464,1109.0,JUL
67,Eurobodalla NSW,293,197.0,JUL
68,Lower South Coast,299,225.0,JUL
69,Murray Darling NSW,48,29.0,JUL
70,Shoalhaven NSW,829,554.0,JUL
71,South Eastern NSW,740,624.0,JUL
72,Southern Ranges NSW,444,337.0,JUL
73,Sturt NSW,391,322.0,JUL
74,Fraser Coast QLD,1043,706.0,JUL
75,Gympie QLD,789,555.0,JUL
76,Toowoomba QLD,1079,884.0,JUL
77,Warwick QLD,333,281.0,JUL
78,Western Downs QLD,222,179.0,JUL
79,Canterbury/Bankstown,1185,957.0,JUL
80,Central West Sydney,1986,1478.0,JUL
81,Eastern Suburbs NSW,517,462.0,JUL
82,Fairfield NSW,1221,867.0,JUL
83,Inner Sydney NSW,901,696.0,JUL
84,Inner Western Sydney,302,241.0,JUL
85,Liverpool NSW,1147,899.0,JUL
86,Macarthur NSW,1223,1123.0,JUL
87,Nepean NSW,1542,1437.0,JUL
88,Northern Sydney NSW,649,493.0,JUL
89,Outer Western Sydney,1858,1430.0,JUL
90,St George-Sutherland,967,817.0,JUL
91,Wollongong NSW,1575,1266.0,JUL
92,Hobart TAS,1938,1303.0,JUL
93,Launceston TAS,1160,808.0,JUL
94,West and North West,880,628.0,JUL
95,Chifley NSW,269,226.0,JUL
96,Far West NSW,216,173.0,JUL
97,Gwydir Namoi NSW,417,322.0,JUL
98,Lachlan NSW,256,192.0,JUL
99,Orana NSW,678,465.0,JUL
100,Patterson NSW,545,477.0,JUL
101,Windamere NSW,345,232.0,JUL
102,Bendigo VIC,1116,888.0,JUL
103,Eureka VIC,1008,843.0,JUL
104,Geelong VIC,1432,1264.0,JUL
105,Grampians VIC,215,177.0,JUL
106,Hampden VIC,423,367.0,JUL
107,Mid Murray VIC,198,185.0,JUL
108,Sunraysia VIC,511,422.0,JUL
109,Western District VIC,209,146.0,JUL
0,Eastern Adelaide SA,683,566.0,AUG
1,Northern Adelaide SA,3395,2506.0,AUG
2,Southern Adelaide SA,1869,1431.0,AUG
3,Western Adelaide SA,1429,964.0,AUG
4,Gold Coast QLD,3109,2454.0,AUG
5,Ipswich QLD,1856,1345.0,AUG
6,Logan QLD,2985,2212.0,AUG
7,North Brisbane QLD,2519,1891.0,AUG
8,Outer North Brisbane,2274,1671.0,AUG
9,South Brisbane QLD,3376,2417.0,AUG
10,Sunshine Coast QLD,1646,1341.0,AUG
11,Bundaberg QLD,900,651.0,AUG
12,CairnsQLD,2282,1451.0,AUG
13,Capricornia QLD,1145,875.0,AUG
14,Gladstone QLD,409,291.0,AUG
15,Mackay QLD,931,683.0,AUG
16,Mt Isa QLD,246,162.0,AUG
17,Townsville QLD,1826,1295.0,AUG
18,East Gippsland VIC,487,405.0,AUG
19,Goulburn Valley VIC,839,691.0,AUG
20,Kiewa VIC,768,642.0,AUG
21,Latrobe Valley VIC,1161,940.0,AUG
22,Ovens VIC,535,470.0,AUG
23,Goldfields/Esperance,250,188.0,AUG
24,Kimberley WA,143,119.0,AUG
25,Mid West/Gascoyne,298,214.0,AUG
26,Midlands/Wheatbelt,299,189.0,AUG
27,Southern WA,1192,889.0,AUG
28,Central Coast NSW,1986,1579.0,AUG
29,Hunter NSW,1066,818.0,AUG
30,Keepit NSW,674,511.0,AUG
31,Lower Hunter NSW,2621,1961.0,AUG
32,Manning NSW,690,539.0,AUG
33,Upper Hunter NSW,314,228.0,AUG
34,Bayside VIC,3216,2364.0,AUG
35,Calder VIC,2498,2100.0,AUG
36,Maroondah VIC,1391,1288.0,AUG
37,Monash VIC,1564,1488.0,AUG
38,Peninsula VIC,1335,1165.0,AUG
39,Plenty VIC,2148,1841.0,AUG
40,Westgate VIC,3897,3181.0,AUG
41,Yarra VIC,947,833.0,AUG
42,Clarence NSW,463,323.0,AUG
43,Coffs Harbour NSW,822,574.0,AUG
44,Hastings NSW,520,376.0,AUG
45,Macleay NSW,265,183.0,AUG
46,New England NSW,614,461.0,AUG
47,North Coast NSW,453,368.0,AUG
48,Richmond NSW,700,484.0,AUG
49,Tweed NSW,626,468.0,AUG
50,Alice Springs NT,180,128.0,AUG
51,Darwin NT,520,465.0,AUG
52,Central/West Metro,1618,1261.0,AUG
53,Dale WA,495,427.0,AUG
54,East Metro WA,2027,1511.0,AUG
55,North Metro WA,2940,2283.0,AUG
56,Adelaide Hills SA,247,180.0,AUG
57,Fleurieu/Kangaroo Is,183,136.0,AUG
58,Gawler SA,352,263.0,AUG
59,Kadina/Clare SA,212,189.0,AUG
60,Murraylands SA,224,193.0,AUG
61,North Country SA,502,267.0,AUG
62,Port Lincoln/Ceduna,169,101.0,AUG
63,Port Pirie SA,247,185.0,AUG
64,Riverland SA,277,169.0,AUG
65,South East SA,337,228.0,AUG
66,ACT/Queanbeyan NSW,1419,1058.0,AUG
67,Eurobodalla NSW,279,183.0,AUG
68,Lower South Coast,287,204.0,AUG
69,Murray Darling NSW,45,34.0,AUG
70,Shoalhaven NSW,799,526.0,AUG
71,South Eastern NSW,721,594.0,AUG
72,Southern Ranges NSW,425,337.0,AUG
73,Sturt NSW,362,309.0,AUG
74,Fraser Coast QLD,1020,702.0,AUG
75,Gympie QLD,754,536.0,AUG
76,Toowoomba QLD,1073,865.0,AUG
77,Warwick QLD,323,270.0,AUG
78,Western Downs QLD,229,173.0,AUG
79,Canterbury/Bankstown,1113,891.0,AUG
80,Central West Sydney,1858,1381.0,AUG
81,Eastern Suburbs NSW,496,452.0,AUG
82,Fairfield NSW,1136,851.0,AUG
83,Inner Sydney NSW,868,671.0,AUG
84,Inner Western Sydney,287,231.0,AUG
85,Liverpool NSW,1064,847.0,AUG
86,Macarthur NSW,1159,1068.0,AUG
87,Nepean NSW,1444,1326.0,AUG
88,Northern Sydney NSW,608,493.0,AUG
89,Outer Western Sydney,1730,1369.0,AUG
90,St George-Sutherland,954,779.0,AUG
91,Wollongong NSW,1527,1243.0,AUG
92,Hobart TAS,1906,1266.0,AUG
93,Launceston TAS,1143,800.0,AUG
94,West and North West,889,613.0,AUG
95,Chifley NSW,266,216.0,AUG
96,Far West NSW,221,171.0,AUG
97,Gwydir Namoi NSW,415,317.0,AUG
98,Lachlan NSW,236,191.0,AUG
99,Orana NSW,675,453.0,AUG
100,Patterson NSW,541,451.0,AUG
101,Windamere NSW,338,217.0,AUG
102,Bendigo VIC,1065,891.0,AUG
103,Eureka VIC,999,830.0,AUG
104,Geelong VIC,1422,1221.0,AUG
105,Grampians VIC,210,166.0,AUG
106,Hampden VIC,415,376.0,AUG
107,Mid Murray VIC,199,175.0,AUG
108,Sunraysia VIC,493,418.0,AUG
109,Western District VIC,204,143.0,AUG
0,Eastern Adelaide SA,645,543.0,SEP
1,Northern Adelaide SA,3310,2439.0,SEP
2,Southern Adelaide SA,1863,1392.0,SEP
3,Western Adelaide SA,1415,927.0,SEP
4,Gold Coast QLD,3037,2408.0,SEP
5,Ipswich QLD,1841,1299.0,SEP
6,Logan QLD,2875,2093.0,SEP
7,North Brisbane QLD,2449,1898.0,SEP
8,Outer North Brisbane,2196,1628.0,SEP
9,South Brisbane QLD,3285,2330.0,SEP
10,Sunshine Coast QLD,1635,1315.0,SEP
11,Bundaberg QLD,895,636.0,SEP
12,CairnsQLD,2236,1423.0,SEP
13,Capricornia QLD,1160,856.0,SEP
14,Gladstone QLD,429,288.0,SEP
15,Mackay QLD,941,704.0,SEP
16,Mt Isa QLD,220,147.0,SEP
17,Townsville QLD,1814,1291.0,SEP
18,East Gippsland VIC,480,387.0,SEP
19,Goulburn Valley VIC,791,633.0,SEP
